,QCode,SolutionID,timeago,UserID,Status,TimeTaken,MemTaken,SolutionUrl,Solutions
798,CSUB,S10161006,03:14 AM 26/05/16,/users/rishi_07,accepted,0.08,8.5M,/viewplaintext/10161006,"
t=int(input())
while t:
    p=input()
    s=input()
    n=s.count('1')
    ans=(n*(n-1))//2
    ans=ans+n
    print(ans)
    t-=1


"
799,CSUB,S10411623,08:32 PM 09/06/16,/users/harsh_hr1,accepted,0.10,8.5M,/viewplaintext/10411623,"
for i in range(int(input())):
  size=int(input())
  s=input()
  n=0
  for i in s:
    if i=='1':
      n+=1
  print((n*(n+1))//2)

"
800,CSUB,S10582172,07:32 PM 23/06/16,/users/rishab_08,accepted,0.10,8.5M,/viewplaintext/10582172,"
def main():
  t=int(input());
  while(t):
    ln=int(input());
    str=input();
    count=0;
    for i in str:
      if(i=='1'):
        count+=1;
    print(int(count*(count+1)/2));
    t=t-1;
main();

"
801,CSUB,S10809351,12:15 AM 13/07/16,/users/anandsajankar,accepted,0.08,8.5M,/viewplaintext/10809351,"
t=int(input())
while t>0:
    n=int(input())
    arr=input()
    c=arr.count('1')
    l=int(c*(c+1)/2)
    print(l)
    t=t-1

"
802,CSUB,S10851331,08:11 PM 18/07/16,/users/himanshu280,accepted,0.13,8.5M,/viewplaintext/10851331,"
x=int(input())
while(x):
    x=x-1
    y=int(input())
    s=input()
    coun=0
    for i in range(0,y):
        if(s[i]=='1'):
            coun=coun+1
    print(int(((coun*(coun+1))/2)))

"
803,CSUB,S5207610,01:42 PM 23/10/14,/users/juggernaut_9w,accepted,0.19,5.7M,/viewplaintext/5207610,"
# your code goes here
t=int(input())
for i in range(t):
  n=int(input())
  st=input()
  count=0
  for i in st:
    if i=='1':
      count+=1
  res=count*(count+1)/2
  print(int(res))

"
804,CSUB,S5576968,01:38 AM 13/12/14,/users/akashsri99,accepted,0.23,5.7M,/viewplaintext/5576968,"
t=int(input())
while t>0:
    t-=1
    n=int(input())
    arr=[]
    arr=input()
    l=len(arr)
    k=0
    for i in range(n):
        if arr[i]=='1':
            k+=1

    print(int(k*(k+1)/2))


"
805,CSUB,S5581926,06:14 PM 13/12/14,/users/codelover_ug,accepted,0.22,5.7M,/viewplaintext/5581926,"
x=int(input())
while(x):
    x=x-1
    y=int(input())
    s=input()
    coun=0
    for i in range(0,y):
        if(s[i]=='1'):
            coun=coun+1
    print(int(((coun*(coun+1))/2)))

"
806,CSUB,S5622923,10:37 PM 20/12/14,/users/kishu96,accepted,0.03,5.7M,/viewplaintext/5622923,"
def main():
    import sys
    input()
    for i in sys.stdin:
        string=sys.stdin.readline()
        n=string.count('1')
        print(n*(n+1)//2)
main()

"
807,CSUB,S6046252,04:23 PM 30/01/15,/users/sakshigarg16,accepted,0.12,8.6M,/viewplaintext/6046252,"
T=int(input())
for i in range(1,T+1):
        a=0
        input()
        l=input()
        for i in list(l):
          if i=='1':a+=1
        print(int(a*(a+1)/2))

"
808,CSUB,S6275954,03:34 PM 15/02/15,/users/vedangmehta,accepted,0.08,8.5M,/viewplaintext/6275954,"
t = int(input())

for k in range(t):
    n = int(input())
    s = input()
    x = s.count('1')
    y = (x * (x+1))/2
    print(int(y))


"
809,CSUB,S6559276,11:58 PM 21/03/15,/users/as172,accepted,0.02,8.8M,/viewplaintext/6559276,"
import sys
t = int(sys.stdin.readline())
while t > 0:
    t -= 1
    n = int(sys.stdin.readline())
    ones = sys.stdin.readline().count(""1"")
    print ((ones*(ones+1))//2)


"
810,CSUB,S7280735,01:51 PM 25/06/15,/users/ashud1,accepted,0.12,8.6M,/viewplaintext/7280735,"
case=int(input())
while(case>0):
    n=int(input())
    d={""1"":0,""0"":0}
    st=input()
    for i in st:
        d[i]=d[i]+1

    c=d[""1""]
    temp=(c*(c+1))/2
    print(int(temp))
    case=case-1


"
811,CSUB,S7280782,02:06 PM 25/06/15,/users/raunak9994,accepted,0.09,8.5M,/viewplaintext/7280782,"
from math import factorial
t = int ( input() )
for z in range(t):
  length = input()
  value = input()
  c = value.count(""1"")
  value = ( c * (c+1) ) / 2
  print (int(value))

"
812,CSUB,S7298168,02:09 PM 28/06/15,/users/ab1997,accepted,0.10,8.5M,/viewplaintext/7298168,"
t=int(input())
for i in range(0,t):
    n=input()
    s=input()
    a=s.count('1')
    print(int((a*(a+1))/2))


"
813,CSUB,S7298178,02:10 PM 28/06/15,/users/ab1997,accepted,0.03,8.8M,/viewplaintext/7298178,"
from sys import stdin
t=int(stdin.readline())
for i in range(0,t):
    n=stdin.readline()
    s=stdin.readline()
    a=s.count('1')
    print(int((a*(a+1))/2))


"
814,CSUB,S7601245,01:01 PM 01/08/15,/users/abhilash_2,accepted,0.12,8.5M,/viewplaintext/7601245,"
t=int(input())
while t:
  n=int(input())
  s=input()
  a=s.count('1')
  sum=0
  while(a>0):
    sum=sum+a
    a=a-1
  print(sum)
  t=t-1

"
815,CSUB,S7972234,05:39 PM 31/08/15,/users/pyc1501,accepted,0.11,8.5M,/viewplaintext/7972234,"
for i in range(0,int(input())):
    n = int(input())
    s = input().strip()
    m = s.count('1')
    print(int((m*(m+1))/2))

"
816,CSUB,S8237809,01:35 PM 24/09/15,/users/sarthak_garg_,accepted,0.08,8.5M,/viewplaintext/8237809,"
for i in range(0, int(input())):
    n = int(input())
    s = input()
    n = s.count('1')
    print((n*(n+1))//2)



"
817,CSUB,S8801558,05:50 PM 17/11/15,/users/codopediac3,accepted,0.11,8.5M,/viewplaintext/8801558,"
for tc in range(int(input())):
    N = int(input())
    A = input().strip()
    X = A.count('1')
    print(int((X*(X+1))/2))


"
818,CSUB,S8804594,09:05 PM 18/11/15,/users/nonsaunders,accepted,0.14,8.6M,/viewplaintext/8804594,"
for tests in range(int(input())):
    n=input()
    s=input()
    q=sum([int(i) for i in s])
    print ((q*(q+1))//2)

"
819,CSUB,S8945180,05:48 AM 13/12/15,/users/yashkv,accepted,0.08,8.5M,/viewplaintext/8945180,"
# cook your dish here
for _ in range(int(input())):
    n = int(input())
    a = input()
    k = a.count('1')
    print((k*(k+1))//2)

"
820,CSUB,S8957367,04:23 PM 14/12/15,/users/dmishra72,accepted,0.10,8.5M,/viewplaintext/8957367,"
for i in range(int(input())):
  n = input()
  c = 0
  for x in input():
    if(x=='1'):
      c +=1
  print((c*c+c)>>1)

"
821,CSUB,S9034615,03:45 PM 28/12/15,/users/smr97,accepted,0.12,8.5M,/viewplaintext/9034615,"
#!usr/bin/python3

def main():
    t = int(input())
    for i in range(t):
        n = int(input())
        s = input()

        ctr = 0

        for i in range(len(s)):
            if s[i]=='1':
                ctr+=1

        ans = ctr*(ctr-1)/2 + ctr

        print (int(ans))

main()






"
822,CSUB,S9044873,09:57 PM 30/12/15,/users/naksh9619,accepted,0.11,8.5M,/viewplaintext/9044873,"
# your code goes here
t=int(input())
for _ in range(t):
  c=0
  n=int(input())
  s=input()
  b=len(s)
  for i in range(b):
    if(s[i]=='1'):
      c+=1
  f=int(c*(c+1)/2)
  print(f)

"
823,CSUB,S9175876,07:31 PM 14/01/16,/users/shubhamkothari,accepted,0.12,8.5M,/viewplaintext/9175876,"
t=int(input())

for i in range(0, t):
    n=int(input())

    l=[]
    count=0

    l=input()

    for j in range(0, n):
        if(l[j]=='1'):
            count += 1

    count=((count*(count+1))//2)
    print(count)


"
824,CSUB,S9719031,02:02 PM 22/03/16,/users/tjsiledar,accepted,0.10,8.5M,/viewplaintext/9719031,"
t=int(input())

while(t):
    n=int(input())
    a=input()
    a=a[:n]
    count=0
    for i in a:
        if(i=='1'):
            count+=1
    print(count*(count+1)//2)
    t-=1


"
825,CSUB,S9719124,02:20 PM 22/03/16,/users/tchanda90,accepted,0.12,8.5M,/viewplaintext/9719124,"
t = int(input())
while t > 0:
    n = int(input())
    s = input()
    count = 0
    for i in s:
        if i == '1':
            count += 1
    print(int(count*(count+1)/2))
    t -= 1

"
826,CSUB,S9719136,02:23 PM 22/03/16,/users/tchanda90,accepted,0.10,8.5M,/viewplaintext/9719136,"
t = int(input())
while t > 0:
    n = int(input())
    s = input()
    c = s.count('1')
    print(int(c * (c + 1) / 2))
    t -= 1




"
827,CSUB,S9968608,05:55 PM 25/04/16,/users/vital_bullet,accepted,0.07,8.5M,/viewplaintext/9968608,"
def csub():
    for _ in range(int(input())):
        input()
        n=input().count('1')
        print(n*(n+1)//2)
if __name__=='__main__':
    csub()


"
828,CULPRO,S8692932,05:35 PM 05/11/15,/users/maczniak,accepted,2.76,22.3M,/viewplaintext/8692932,"
#!/bin/env python3

import sys

class Node: # TODO: balanced tree
        def __init__(self, key, value, left = None, right = None):
                self.key = key
                self.value = value
                self.left = left
                self.right = right

        def __str__(self):
                return ""Node(%d):%d"" % (self.key, self.value)

        @staticmethod
        def find(root, key):
                node = root
                while True:
                        if key == node.key: return node
                        elif key < node.key:
                                if node.left == None: return node
                                node = node.left
                        else:
                                if node.right == None: return node
                                node = node.right

        @staticmethod
        def insert(root, key, value):
                if root == None:
                        root = Node(key, value)
                node = Node.find(root, key)
                if key == node.key:
                        return root
                new_node = Node(key, value)
                if key < node.key:
                        node.left = new_node
                else:
                        node.right = new_node
                return root

        @staticmethod
        def inorder(node):
                if node.left != None: yield from Node.inorder(node.left) # Python 3.3
                yield node
                if node.right != None: yield from Node.inorder(node.right)

root = None

n = input()
for _ in range(int(n)):
        line = sys.stdin.readline()
        enter, leave = [int(s) for s in line.split()]
        root = Node.insert(root, enter, 1)
        root = Node.insert(root, leave, -1)

# this problem seems like maximum subarray problem (O(n)).
# but sequencial input data are not given.
# then its running time is O(nlogn).

max_ending_here = max_so_far = 0
for x in Node.inorder(root):
        max_ending_here = max(0, max_ending_here + x.value)
        max_so_far = max(max_so_far, max_ending_here)
print(max_so_far)


"
829,CVOTE,S10112412,04:14 PM 18/05/16,/users/vital_bullet,accepted,0.28,8.7M,/viewplaintext/10112412,"
def cvote():
    n,m=map(int,input().split())
    cdic={}
    coundic={}
    cmaxim=0
    counmaxim=0
    while n:
        a,b=input().split()
        cdic[a]=[b,0]
        coundic[b]=0
        n-=1
    while m:
        i=input()
        cdic[i][1]+=1
        if cmaxim < cdic[i][1]:
            cmaxim=cdic[i][1]
        coundic[cdic[i][0]]+=1
        if counmaxim < coundic[cdic[i][0]]:
            counmaxim=coundic[cdic[i][0]]
        m-=1
    country=[]
    chef=[]
    for key in coundic.keys():
        if coundic[key] == counmaxim:
            country.append(key)
    for key in cdic.keys():
        if cdic[key][1] == cmaxim:
            chef.append(key)
    country.sort()
    chef.sort()
    print(country[0])
    print(chef[0])
if __name__=='__main__':
    cvote()


"
830,CVOTE,S10112416,04:15 PM 18/05/16,/users/vital_bullet,accepted,0.28,8.8M,/viewplaintext/10112416,"
def cvote():
    n,m=map(int,input().split())
    cdic={}
    coundic={}
    cmaxim=0
    counmaxim=0
    while n:
        a,b=input().split()
        cdic[a]=[b,0]
        coundic[b]=0
        n-=1
    while m:
        i=input()
        cdic[i][1]+=1
        if cmaxim < cdic[i][1]:
            cmaxim=cdic[i][1]
        coundic[cdic[i][0]]+=1
        if counmaxim < coundic[cdic[i][0]]:
            counmaxim=coundic[cdic[i][0]]
        m-=1
    country=[]
    chef=[]
    for key in coundic.keys():
        if coundic[key] == counmaxim:
            country.append(key)
    for key in cdic.keys():
        if cdic[key][1] == cmaxim:
            chef.append(key)
    print(min(country))
    print(min(chef))
if __name__=='__main__':
    cvote()


"
831,CVOTE,S10637812,01:15 AM 29/06/16,/users/pc_1998,accepted,0.24,8.7M,/viewplaintext/10637812,"
def main():
    tmp = str(input()).split()
    n = int(tmp[0])
    m = int(tmp[1])
    a = {}
    b = {}
    while n > 0:
        tmp = str(input()).split()
        a[tmp[0]] = [tmp[1]]
        b[tmp[1]] = 0
        a[tmp[0]].append(0)
        n -= 1
    while m > 0:
        tmp = input()
        a[tmp][1] += 1
        b[a[tmp][0]] += 1
        m -= 1
    c1 = -1
    s1 = """"
    c2 = -1
    s2 = """"
    for key in a:
        if a[key][1] > c1:
            c1 = a[key][1]
            s1 = key
        elif a[key][1] == c1:
            s1 = s1 if s1 < key else key
        if b[a[key][0]] > c2:
            c2 = b[a[key][0]]
            s2 = a[key][0]
        elif b[a[key][0]] == c2:
            s2 = s2 if s2 < a[key][0] else a[key][0]
    print(s2)
    print(s1)


main()


"
832,CVOTE,S1726565,03:00 AM 17/01/13,/users/asmit,accepted,0.49,7.3M,/viewplaintext/1726565,"
n, m = [int(i) for i in input().split()]
chefs = {}
countries = {}
votes = {}

for i in range(n):
    chef, country = input().split()
    chefs[chef] = country
    votes[chef] = 0
    countries[country] = 0

for i in range(m):
    chef = input()
    votes[chef] += 1
    countries[chefs[chef]] += 1

win_country_votes = max(countries.values())
win_countries = [country for country, vote in countries.items() if vote == win_country_votes]
max_votes = max(votes.values())
chef_ot_year = [chef for chef, vote in votes.items() if vote == max_votes]

win_countries.sort()
chef_ot_year.sort()

print(win_countries[0])
print(chef_ot_year[0])

"
833,CVOTE,S3931457,01:24 AM 22/05/14,/users/thegreyd,accepted,0.51,7.3M,/viewplaintext/3931457,"
n,m=(int(x) for x in input().split())
cc_dict,chef_dict,country_dict=dict(),dict(),dict()
for __ in range(n):
  chef,country=(x for x in input().split())
  cc_dict[chef]=country
  chef_dict[chef]=0
  if country not in country_dict:
    country_dict[country]=0

for __ in range(m):
  chef=input()
  chef_dict[chef]+=1
  country_dict[cc_dict[chef]]+=1

not_ran_once=True
for i in sorted(country_dict):
  if not_ran_once:
    max_country=i
    not_ran_once=False
  if(country_dict[i]>country_dict[max_country]):
    max_country=i
not_ran_once=True
for j in sorted(chef_dict):
  if not_ran_once:
    max_chef=j
    not_ran_once=False
  if(chef_dict[j]>chef_dict[max_chef]):
    max_chef=j

print(max_country)
print(max_chef)

"
834,CVOTE,S5212489,09:40 PM 24/10/14,/users/fraxxx,accepted,0.18,6.3M,/viewplaintext/5212489,"
#!/usr/bin/python3
# coding=utf8
import sys
import math
from time import time
from itertools import permutations, combinations
import collections
import functools
from fractions import gcd, Fraction
import string
import operator
#import random (not working in python3)
import bisect


class timed(object):
    def __init__(self, func):
        self.func = func
    def __call__(self, *args):
        t1 = time()
        ret = self.func(*args)
        dif_time = time() - t1
        print(""%s: returned %s in %f seconds"" % (self.func.__name__, ret, dif_time))
        return ret


def comp(f1, f2, *args):
    t1 = time()
    r1 = f1(*args) if f1 is not None else None
    t2 = time()
    r2 = f2(*args) if f2 is not None else None
    t3 = time()
    res = ""%5s: %s in %f\n%5s: %s in %f"" % (f1.__name__ if f1 is not None else None, r1, t2 - t1, f2.__name__ if f2 is not None else None, r2, t3 - t2)
    if r1 != r2:
        dr = ""!! DIFFERENT RESULTS !!""
        res = dr + ""\n"" + res + ""\n"" + dr
    print(res)
    return r1 if r1 == r2 else None


def alg():
    return 0


def main():
    #import cProfile
    #cProfile.runctx('alg()', globals(), locals())
    data = sys.stdin
    nb_chefs, nb_mails = map(int,data.readline().split())
    d = {}
    chef_res = {}
    country_res = {}

    for i in range(nb_chefs):
        #L = list(map(int, data.readline().split()))  # int
        #L = list(map(float, data.readline().split()))  # float
        chef, country = data.readline().split()  # string
        chef_res[chef] = 0
        if country not in country_res:
            country_res[country] = 0
        d[chef] = country
    for i in range(nb_mails):
        s = data.readline().strip()
        #s = data.readline().strip()
        #i = int(data.readline().strip())
        chef_res[s] += 1
        country_res[d[s]] += 1

    import operator
    def print_highest(di):
        max_ = max(a[1] for a in di.items())
        list_max = [a[0] for a in di.items() if a[1] == max_]
        print(sorted(list_max)[0])

    print_highest(country_res)
    print_highest(chef_res)


if __name__ == ""__main__"":
    main()


"
835,CVOTE,S7032154,10:19 PM 27/05/15,/users/sharmaeklavya2,accepted,0.25,8.7M,/viewplaintext/7032154,"
n,m = [int(word) for word in input().split()]

chef_to_country = {}
chef_freq = {}
country_freq = {}

for i in range(n):
  chef_name,country = input().split()
  chef_to_country[chef_name] = country

for i in range(m):
  chef_name = input()
  country = chef_to_country[chef_name]
  if chef_name in chef_freq:
    chef_freq[chef_name]+=1
  else:
    chef_freq[chef_name]=1
  if country in country_freq:
    country_freq[country]+=1
  else:
    country_freq[country]=1

winning_votes=0
for chef_name, freq in chef_freq.items():
  if freq > winning_votes or (freq == winning_votes and chef_name < winner_chef):
    winner_chef = chef_name
    winning_votes = freq

winning_votes=0
for country, freq in country_freq.items():
  if freq > winning_votes or (freq == winning_votes and country < winner_country):
    winner_country = country
    winning_votes = freq

print(winner_country)
print(winner_chef)


"
836,CVOTE,S7114557,05:47 PM 07/06/15,/users/vedangmehta,accepted,0.22,8.8M,/viewplaintext/7114557,"
n,m = map(int,input().split())

d = {}
a = []

def maxDict(d):
  x = d[max(d,key=d.get)]
  a = []
  for i in d:
    if(d[i] == x):
      a.append(i)
  if(len(a) == 1):
    return a[0]
  else:
    return min(a)

for i in range(n):
  x,y = input().split()
  a.append(x)
  if y not in d:
    d[y] = [x]
  else:
    d[y].append(x)

c = {}
a = list(set(a))

for i in a:
  c[i] = 0

for i in range(m):
  x = input()
  c[x] += 1

b = {}

for i in d:
  s = d[i]
  if i not in b:
    b[i] = 0
  for j in s:
    if j in c:
      b[i] += c[j]
      #print(b)

#print(b,c)

print(maxDict(b))
print(maxDict(c))

"
837,CVOTE,S8820325,03:12 PM 23/11/15,/users/codopediac3,accepted,0.25,8.7M,/viewplaintext/8820325,"
N, M = map(int, input().strip().split())
countryOf = dict()
for i in range(N):
    x = input().strip().split()
    countryOf[x[0]] = x[1]
voteChef = {}
voteCoun = {}
for chefs in countryOf.keys():
    voteChef[chefs] = 0
for country in countryOf.values():
    voteCoun[country] = 0

for i in range(M):
    x = input().strip()
    voteChef[x] += 1
    voteCoun[countryOf[x]] += 1

maxCounVotes = 0
maxChefVotes = 0
ansChef = """"
ansCoun = """"
for (chef, coun) in countryOf.items():
    # print(chef, coun, cnt[chef])
    if(maxCounVotes < voteCoun[coun]):
        maxCounVotes = voteCoun[coun]
        ansCoun = coun
    elif(maxCounVotes == voteCoun[coun]):
        ansCoun = min(ansCoun, coun)

    if(maxChefVotes < voteChef[chef]):
        maxChefVotes = voteChef[chef]
        ansChef = chef
    elif(maxChefVotes == voteChef[chef]):
        ansChef = min(ansChef, chef)
print(ansCoun)
print(ansChef)


"
838,CVOTE,S9917153,10:49 PM 12/04/16,/users/gabbek,accepted,0.28,9M,/viewplaintext/9917153,"
from collections import Counter

n, m = (int(x) for x in input().split())
chefs = {}
countries_votes = {}
chefs_votes = {}
for _ in range(n):
    name, country = input().rstrip().split()
    chefs[name] = country
    countries_votes[country] = 0
    chefs_votes[name] = 0
for _ in range(m):
    name = input().rstrip()
    country = chefs[name]
    countries_votes[country] += 1
    chefs_votes[name] += 1
top_chef = sorted(chefs_votes.items(), key=lambda x: (-x[1], x[0]))[0][0]
top_country = sorted(countries_votes.items(), key=lambda x: (-x[1], x[0]))[0][0]
print(top_country)
print(top_chef)


"
839,DAILY,S1355008,07:07 PM 16/09/12,/users/behrial,accepted,0.01,8.5M,/viewplaintext/1355008,"
def ways2book(car,X):
    factX = factorial(X)
    start_f = 0
    finish_f = 4
    start_b = -2
    finish_b = 0
    ways = 0
    comp = car[start_f:finish_f] + car[start_b:]
    for i in range(9):
        free = comp.count('0')
        if free >= X:
            ways += factorial(free)//(factX*factorial(free-X))
        start_f += 4
        finish_f += 4
        start_b -= 2
        finish_b -= 2
        comp = car[start_f:finish_f] + car[start_b:finish_b]
    return(ways)


from math import factorial

X,N = list(map(int, input().strip().split()))
ways = []
for i in range(N):
    car = input().strip()
    ways += [ways2book(car,X)]
print(sum(ways))


"
840,DAILY,S5607936,01:16 AM 17/12/14,/users/kishu96,accepted,0.01,8.5M,/viewplaintext/5607936,"
def main():
    def factorial(x):
        fac=1
        for i in range(1,x+1):fac*=i
        return fac
    def C(a,b):
        return factorial(a)//(factorial(b)*factorial(a-b))
    ans=0
    train=[]
    X,N=map(int,input().split())
    for i in range(N):
        train.append(input().strip())
    for car in train:
        j=53
        for i in range(4,37,4):
            free=car[i-4:i].count('0')
            if car[j]=='0':free+=1
            if car[j-1]=='0':free+=1
            j-=2
            if free>=X:ans+=C(free,X)
    print(ans)
main()

"
841,DAILY,S7304327,04:32 PM 29/06/15,/users/raunak9994,accepted,0.02,8.5M,/viewplaintext/7304327,"
from math import factorial
x , n = map(int , input().split())
ans = 0
for z in range(n):
  status = str(input())
  last = 53
  for i in range(0 , 33 , 4):
    free = status[i:i+4].count('0')
    if (status[last] == '0'):
      free+=1
    if (status[last-1] == '0'):
      free+=1
    last = last-2

    if (free >= x):
      ans = ans + ( factorial(free) / ( factorial(free-x) * factorial(x) ) )

print (int(ans))




"
842,DAILY,S8091400,02:15 PM 09/09/15,/users/pyc1501,accepted,0.02,8.5M,/viewplaintext/8091400,"
from math import factorial
x,n = map(int ,input().split())
numways = 0
for t in range(0,n):
    car = str(input())
    end = 53
    for i in range(0,33,4):
        free = car[i:(i+4)].count('0')
        if car[end]=='0':
            free+=1
        if car[end-1]=='0':
            free+=1
        end-=2
        if free>=x:
            numways+=int(factorial(free)/(factorial(x)*factorial(free-x)))
print(numways)

"
843,DAILY,S8805063,12:28 AM 19/11/15,/users/codopediac3,accepted,0.02,8.5M,/viewplaintext/8805063,"
def check(x, i):
    if(x[i] == '0'):
        return 1
    return 0

A = [
[1, 0, 0, 0, 0, 0, 0],
[1, 1, 0, 0, 0, 0, 0],
[1, 2, 1, 0, 0, 0, 0],
[1, 3, 3, 1, 0, 0, 0],
[1, 4, 6, 4, 1, 0, 0],
[1, 5, 10, 10, 5, 1, 0],
[1, 6, 15, 20, 15, 6, 1 ],
]
X, N = map(int, input().strip().split())
ans = 0
for j in range(N):
    x = input().strip()
    for i in range(0, 9):
        start = i * 4 + 1
        cnt = 0
        cnt += check(x, start - 1)
        cnt += check(x, start - 1 + 1)
        cnt += check(x, start - 1 + 2)
        cnt += check(x, start - 1 + 3)

        next = start + 3 + (8 - i) * 6 + 1
        cnt += check(x, next - 1)
        cnt += check(x, next)
        ans += A[cnt][X]
        # print(start, start + 1, start + 2, start + 3, next, next + 1)

print(ans)


"
844,DAILY,S9524186,07:45 PM 02/03/16,/users/ozankose1992,accepted,0.02,8.5M,/viewplaintext/9524186,"
from math import factorial
def main():
  numOfPeople, inLines = [int(x) for x in input().split()]
  compartments = [[0 for _ in range(9)] for _ in range(inLines)]
  totNum = 0
  totL = inLines
  while(inLines):
    inputString = input()
    tmpComp = 0
    for iterC in range(36):
      if(int(inputString[iterC]) == 0):
        compartments[inLines-1][tmpComp] += 1
      if((iterC+1)%4 == 0):
        tmpComp += 1
    tmpComp -= 1
    for iterC in range(36, 54):
      if(int(inputString[iterC]) == 0):
        compartments[inLines-1][tmpComp] += 1
      if((iterC+1)%2 == 0):
        tmpComp -= 1
    inLines -= 1
  for iterL in range(totL):
    for eachFree in compartments[iterL]:
      if(eachFree >= numOfPeople):
        totNum += factorial(eachFree)/(factorial(numOfPeople)*factorial(eachFree-numOfPeople))
  print(int(totNum))
if __name__ == ""__main__"":
  main()

"
845,DAILY,S9834994,11:19 PM 04/04/16,/users/gabbek,accepted,0.02,8.5M,/viewplaintext/9834994,"
import math

n = [x for x in range(1, 55)]
d = []
for i in range(9):
    d.append(n[i * 4: (i + 1) * 4] + n[-(i + 1) * 2:][:2])

k, n = (int(x) for x in input().split())
count = 0
for _ in range(n):
    s = input().rstrip()
    for compartment in d:
        available_seats = 0
        for i in compartment:
            if s[i - 1] == '0':
                available_seats += 1
        N = available_seats
        K = k
        if N == K:
            count += 1
        elif N >= K:
            coeff = math.factorial(N) // (math.factorial(K) * math.factorial(N - K))
            count += coeff
print(count)


"
846,DAILY,S9962349,12:06 PM 23/04/16,/users/nik2906,accepted,0.02,8.5M,/viewplaintext/9962349,"
k,n=[int(i) for i in input().strip().split(' ')]
li=[]
for i in range(n):
    te=input()
    li.append(te)
def fact(m):
    f=1
    while m>0:
        f*=m
        m-=1
    return f

ncr = (lambda p,q:(fact(p))/(fact(p-q)*fact(q)))
now=0
for i in range(n):
    for j in range(0,9):
        a=li[i][j*4:j*4+4].count('0')
        b=li[i][53-j*2-1:53-j*2+1].count('0')
        if (a+b)>=k:
            now+=ncr(a+b,k)
print(int(now))




"
847,DECSTR,S10299837,08:09 PM 04/06/16,/users/harsh_hr1,accepted,0.02,8.5M,/viewplaintext/10299837,"
for i in range(int(input())):
  a=int(input())
  t=a//25
  #print(t)
  if(a%25!=0):
    for i in range(97+(a%25),96,-1):
      print(chr(i),end="""")
  for i in range(0,t):
    print(""zyxwvutsrqponmlkjihgfedcba"",end="""")
  print()

"
848,DECSTR,S10629348,04:45 PM 27/06/16,/users/gamefreak0215,accepted,0.02,8.5M,/viewplaintext/10629348,"
t = int(input())
for i in range(t):
    k = int(input())
    st = ""a""
    for i in range(k):
        if st[0] == ""z"":
            st = ""a"" + st
        if len(st) == 1:
            st = str(chr(ord(st[0])+1))+st
        else:
            st = str(chr(ord(st[0])+1))+st[0:]
    print(st)


"
849,DECSTR,S5239071,02:25 PM 30/10/14,/users/yangwenz,accepted,0.01,8.5M,/viewplaintext/5239071,"
import sys

def decreasing_string():
    s = 'a'
    d = { 0: '' }
    for i in range(1, 26):
        s = chr(i+ord('a')) + s
        d[i] = s
    T = int(sys.stdin.readline())
    for i in range(T):
        n = int(sys.stdin.readline())
        k = n % 25
        t = int(n / 25)
        print(d[k] + d[25]*t)

def main():
    decreasing_string()

if __name__ == ""__main__"":
    main()

"
850,DECSTR,S5489110,01:09 PM 05/12/14,/users/kishu96,accepted,0.01,8.5M,/viewplaintext/5489110,"
def main():
    string='zyxwvutsrqponmlkjihgfedcba'
    for i in range(int(input())):
        k=int(input())
        if k%25 and k!=0:
            print(string[25-(k%25):]+(k//25)*string)
        elif k==0:
            print('a')
        else:
            print(string*(k//25))
main()

"
851,DECSTR,S7266947,12:17 PM 22/06/15,/users/raunak9994,accepted,0.01,8.5M,/viewplaintext/7266947,"
t = int(input())
value = ""zyxwvutsrqponmlkjihgfedcba""
for i in range(t):
  length = int(input())
  if(length%25 and length!=0):
    print (value[25-(length%25):] + (length//25)*value)
  elif(length == 0):
    print (""a"")
  else:
    print ( value*(length//25) )


"
852,DECSTR,S7608526,01:59 PM 02/08/15,/users/abirghosh,accepted,0.02,8.8M,/viewplaintext/7608526,"
from string import ascii_lowercase as a
t = int(input())
for i in range(t):
  n = int(input())
  b = n % 25
  c = int(n / 25)
  if b: print(a[b::-1], end='')
  for j in range(c):
    print(a[::-1], end='')
  print()

"
853,DECSTR,S7861137,11:49 PM 18/08/15,/users/pyc1501,accepted,0.02,8.5M,/viewplaintext/7861137,"
t = int(input())
alph = ""zyxwvutsrqponmlkjihgfedcba""
while t:
    t-=1
    n = int(input())
    if n==0:
        print('a')
    elif n%25==0:
        print(alph*int(n/25))
    else:
        ans = alph*int(n/25)
        ans = alph[(25-(n%25)):] + ans
        print(ans)

"
854,DECSTR,S8894819,03:16 PM 07/12/15,/users/dmishra72,accepted,0.02,8.5M,/viewplaintext/8894819,"
for tests in range(int(input())):
    n=int(input())
    s=""""
    start=123
    for i in range(n):
        if start==123:
            s=""a""+s
            start=98
        s=chr(start)+s
        start+=1
    print(s)

"
855,DECSTR,S9944171,01:40 AM 18/04/16,/users/apurv121196,accepted,0.01,8.5M,/viewplaintext/9944171,"
arr=['']
for i in range(1,5):
  s='a'+arr[len(arr)-1]
  for j in range(1,26):
    s=chr(j+97)+s
    arr.append(s)
for _ in range(int(input())):
  n=int(input())
  print(arr[n])

"
